mean,vol,sharpe,mdd,hhi,trial,method,shrinkage,denoising,detone,views,view_branch
0.00812950134654025,0.14315042102203965,0.056789922715154505,-0.7520175017039386,0.030897487678366743,0,Markowitz,lw_constant_corr,mp_constant,True,False,none
0.007855073050723041,0.14039818661201073,0.05594853637514938,-0.7493529318724388,0.06617604117859258,0,NCO,lw_constant_corr,mp_constant,True,False,none
0.012546215199341028,0.12418076212366307,0.10103187470170366,-0.7091715610621945,0.0236644387412479,0,IVP,lw_constant_corr,mp_constant,True,False,none
-0.00026497130826501635,0.15499846051179375,-0.001709509290533536,-0.9747398326805887,0.067432120046305,0,Posterior-NCO,lw_constant_corr,mp_constant,True,True,black_litterman
0.01216161286688821,0.16848476010271723,0.07218227250584364,-0.972302872769186,0.05470897362654449,1,Markowitz,lw_constant_corr,mp_constant,True,False,none
0.003866572256342037,0.13305258035879883,0.029060483050280642,-0.9485968172053263,0.08620080999669161,1,NCO,lw_constant_corr,mp_constant,True,False,none
0.0006367419375435047,0.1463709103686951,0.004350194556659237,-0.9916743990298343,0.024200039544134456,1,IVP,lw_constant_corr,mp_constant,True,False,none
0.009007976806940921,0.14643143322903254,0.061516688106098644,-0.9240195265183697,0.06586537963678912,1,Posterior-NCO,lw_constant_corr,mp_constant,True,True,black_litterman
-0.003552275059767377,0.15573788060691512,-0.02280931938909947,-0.9950616799020873,0.043442832119489766,2,Markowitz,lw_constant_corr,mp_constant,True,False,none
-0.004837499065051603,0.14153680322300352,-0.03417838297079188,-0.9917748339161364,0.06586425604743475,2,NCO,lw_constant_corr,mp_constant,True,False,none
0.002404005820452192,0.12608179007359044,0.019067034335648103,-0.9440618423357986,0.02425115096330013,2,IVP,lw_constant_corr,mp_constant,True,False,none
-0.0038866510214345465,0.1375280533815153,-0.028260786987396404,-0.9907596273761671,0.04359606163285721,2,Posterior-NCO,lw_constant_corr,mp_constant,True,True,black_litterman
-0.00654433157011927,0.165366000492316,-0.039574831286941524,-0.9992768101726072,0.2612171775226293,3,Markowitz,lw_constant_corr,mp_constant,True,False,none
-0.015415227077921426,0.13775992949952623,-0.11189920852756055,-0.9995567677327282,0.06695060043587882,3,NCO,lw_constant_corr,mp_constant,True,False,none
-0.010962317755405236,0.12159519488244334,-0.09015420194780976,-0.997217551931959,0.024559898952534923,3,IVP,lw_constant_corr,mp_constant,True,False,none
-0.014984805448349185,0.16832157050304883,-0.08902486712473216,-0.9999059754269018,0.11580403753290443,3,Posterior-NCO,lw_constant_corr,mp_constant,True,True,black_litterman
-0.0017179223521584784,0.1266586303993484,-0.01356340540497233,-0.9538956985935934,0.03956434567391365,4,Markowitz,lw_constant_corr,mp_constant,True,False,none
-0.002599587282043708,0.12290903132794188,-0.021150498494178372,-0.9548052115133848,0.08059392248058765,4,NCO,lw_constant_corr,mp_constant,True,False,none
-0.004571225579524547,0.12013939261489984,-0.03804934817790621,-0.9664147256229836,0.0237299492722643,4,IVP,lw_constant_corr,mp_constant,True,False,none
-0.001437466906004651,0.1436110396521686,-0.010009445718631667,-0.9699111406744874,0.03686758666753361,4,Posterior-NCO,lw_constant_corr,mp_constant,True,True,black_litterman
-0.009549694935039913,0.15684828272891208,-0.06088491865406135,-0.9975471546696469,0.03054215609284113,5,Markowitz,lw_constant_corr,mp_constant,True,False,none
-0.0031736979350714795,0.15570117802742353,-0.020383262190168627,-0.9916932607763087,0.08500618755649125,5,NCO,lw_constant_corr,mp_constant,True,False,none
-0.01022594416763466,0.1384617174453433,-0.07385394574205985,-0.9953189693000231,0.024104589376319194,5,IVP,lw_constant_corr,mp_constant,True,False,none
-0.00849244957802208,0.15166816032383618,-0.0559936216001653,-0.9953171525051594,0.05508729248584636,5,Posterior-NCO,lw_constant_corr,mp_constant,True,True,black_litterman
0.0199993555919203,0.15597744296623586,0.12821953746299908,-0.9334220124616075,0.10279430995852122,6,Markowitz,lw_constant_corr,mp_constant,True,False,none
0.00716928829375868,0.12752922810739453,0.05621682495925627,-0.975302353748081,0.08750564739528832,6,NCO,lw_constant_corr,mp_constant,True,False,none
0.012933430989507867,0.13501770446824754,0.09579063012772272,-0.9748885760498109,0.023436313787083607,6,IVP,lw_constant_corr,mp_constant,True,False,none
0.013943327977562986,0.16725416642745936,0.08336610247330999,-0.9852921538096838,0.04991353715260231,6,Posterior-NCO,lw_constant_corr,mp_constant,True,True,black_litterman
0.004529285752493962,0.14025950086702774,0.03229218501751004,-0.9343593228774736,0.031121079412557137,7,Markowitz,lw_constant_corr,mp_constant,True,False,none
0.0018039862166172546,0.14180627846109492,0.01272148339397725,-0.9484838919784626,0.0634406647672438,7,NCO,lw_constant_corr,mp_constant,True,False,none
0.003355341830529088,0.12664789817873548,0.026493466364260324,-0.8761559054244247,0.02357015492133694,7,IVP,lw_constant_corr,mp_constant,True,False,none
0.002471134207858174,0.13613065159205048,0.018152665685061086,-0.918492247544927,0.04975963487762794,7,Posterior-NCO,lw_constant_corr,mp_constant,True,True,black_litterman
0.010816275089352853,0.15407823721254513,0.07019988860829196,-0.9901146306698172,0.047343370731772014,8,Markowitz,lw_constant_corr,mp_constant,True,False,none
