mean,vol,sharpe,mdd,hhi,trial,method,shrinkage,denoising,detone,views,view_branch
0.00812950134654025,0.14315042102203965,0.056789922715154505,-0.7520175017039386,0.030897487678366743,0,Markowitz,lw_constant_corr,mp_constant,True,False,none
0.007855073050723041,0.14039818661201073,0.05594853637514938,-0.7493529318724388,0.06617604117859258,0,NCO,lw_constant_corr,mp_constant,True,False,none
0.012546215199341028,0.12418076212366307,0.10103187470170366,-0.7091715610621945,0.0236644387412479,0,IVP,lw_constant_corr,mp_constant,True,False,none
0.01383475778966392,0.12658582277392952,0.10929152638413717,-0.6521197703680368,0.04580494235505775,0,Posterior-NCO,lw_constant_corr,mp_constant,True,True,corr_blend
0.012056818285715093,0.1304755295998157,0.09240673958252871,-0.9023261971993818,0.038469949465511605,1,Markowitz,lw_constant_corr,mp_constant,True,False,none
0.0078509223188394,0.13379211587295814,0.0586800071704938,-0.9269749594316116,0.078354420407251,1,NCO,lw_constant_corr,mp_constant,True,False,none
0.009520338632997267,0.13094774796720007,0.07270333992539701,-0.9302602615857934,0.02390386868283557,1,IVP,lw_constant_corr,mp_constant,True,False,none
0.00853284346272359,0.1354689462505924,0.06298744988298963,-0.9369286642441503,0.03948852452140386,1,Posterior-NCO,lw_constant_corr,mp_constant,True,True,corr_blend
0.0003623423446128529,0.1663461795399726,0.0021782426600522233,-0.9848932558023079,0.2739237058856778,2,Markowitz,lw_constant_corr,mp_constant,True,False,none
0.014857206051355674,0.186847775448112,0.07951502775799454,-0.9887141090156814,0.13795355434776105,2,NCO,lw_constant_corr,mp_constant,True,False,none
0.0008865330456856711,0.13839713237944282,0.0064057183153814305,-0.9719963642779376,0.023744000559791225,2,IVP,lw_constant_corr,mp_constant,True,False,none
0.0007102354363365022,0.16825623250745417,0.004221153806595639,-0.9993586009010016,0.06603990386650103,2,Posterior-NCO,lw_constant_corr,mp_constant,True,True,corr_blend
0.0009176728103634715,0.14888723874997903,0.006163542410094144,-0.9669859290033963,0.036422925399267,3,Markowitz,lw_constant_corr,mp_constant,True,False,none
0.0004606949125442664,0.12321424685791188,0.0037389743823357637,-0.8958567295025434,0.08636776259577518,3,NCO,lw_constant_corr,mp_constant,True,False,none
-0.00020481299376313834,0.1319664593744058,-0.0015520079475687496,-0.9418524018620116,0.022751422918781357,3,IVP,lw_constant_corr,mp_constant,True,False,none
0.0010177456854863474,0.12850153159794253,0.007920105486857268,-0.9213565138630315,0.044516264818644166,3,Posterior-NCO,lw_constant_corr,mp_constant,True,True,corr_blend
-0.010945870558177976,0.14419274534487025,-0.07591138189319085,-0.9980306693655233,0.041931219936731524,4,Markowitz,lw_constant_corr,mp_constant,True,False,none
-0.007450484592343102,0.14219994501817787,-0.05239442667392233,-0.9962783998667519,0.07348242855029402,4,NCO,lw_constant_corr,mp_constant,True,False,none
-0.004743398813532216,0.1361638399514072,-0.03483596537223213,-0.9920274960203839,0.023719552708243725,4,IVP,lw_constant_corr,mp_constant,True,False,none
-0.006093627900092815,0.13406707126316927,-0.04545208486046339,-0.9925009990986507,0.04601433165404495,4,Posterior-NCO,lw_constant_corr,mp_constant,True,True,corr_blend
0.007810470897138058,0.22251761661901026,0.03510046087935533,-1.0017360944148437,0.47635284011143597,5,Markowitz,lw_constant_corr,mp_constant,True,False,none
-0.009498057962874732,0.1706952348200597,-0.05564336914754283,-0.999924698738916,0.1147118219971462,5,NCO,lw_constant_corr,mp_constant,True,False,none
-0.015236158879972976,0.1455294947787285,-0.10469464559767916,-0.9997628516894743,0.023310476739474156,5,IVP,lw_constant_corr,mp_constant,True,False,none
-0.014580174439372779,0.14717016217017953,-0.09907017988071516,-0.9997686317426608,0.03900066914061795,5,Posterior-NCO,lw_constant_corr,mp_constant,True,True,corr_blend
-0.005577463059846238,0.18212474752437788,-0.030624410661538762,-0.9985677052302325,0.05059587003752225,6,Markowitz,lw_constant_corr,mp_constant,True,False,none
-0.00839496798396156,0.14362553623557953,-0.05845038566215269,-0.9953278304617929,0.0586801718120481,6,NCO,lw_constant_corr,mp_constant,True,False,none
-0.01009653205837892,0.13702090225013405,-0.0736860719240765,-0.99645168941601,0.02372300565810473,6,IVP,lw_constant_corr,mp_constant,True,False,none
-0.007705004685179809,0.14039688672509681,-0.054880167679299485,-0.9945843070795888,0.03800207360130434,6,Posterior-NCO,lw_constant_corr,mp_constant,True,True,corr_blend
0.01042161622523516,0.15166590492753096,0.06871429824749409,-0.8723238674101947,0.03900226866529554,7,Markowitz,lw_constant_corr,mp_constant,True,False,none
0.004266353332540623,0.14281220387582974,0.029873870836838255,-0.9161856334360238,0.07116488250888035,7,NCO,lw_constant_corr,mp_constant,True,False,none
0.0026399259148336164,0.13255338295724725,0.01991594522838517,-0.9413098733780711,0.02360995581572302,7,IVP,lw_constant_corr,mp_constant,True,False,none
0.005575298290277299,0.134877687878801,0.04133595688002777,-0.8823638042488489,0.04372200226889031,7,Posterior-NCO,lw_constant_corr,mp_constant,True,True,corr_blend
0.00026127715702187854,0.12413785556311101,0.002104733933372499,-0.9386460618621439,0.02906394955621791,8,Markowitz,lw_constant_corr,mp_constant,True,False,none
