mean,vol,sharpe,mdd,hhi,trial,method,shrinkage,denoising,detone
0.013584019918048045,0.1236297747071483,0.10987660496927798,-0.8275968998179916,0.03575249728407155,0,Markowitz,lw_constant_corr,mp_constant,True
0.00859995475308951,0.11283605768787341,0.076216370274141,-0.7134002172224312,0.08378683264880228,0,NCO,lw_constant_corr,mp_constant,True
0.011088669139136292,0.11141661210734143,0.09952437907871116,-0.7830082371490823,0.02875849523654507,0,IVP,lw_constant_corr,mp_constant,True
0.017358750336730615,0.14231180332010382,0.1219768840787111,-0.7258192272422177,0.028004473309018167,1,Markowitz,lw_constant_corr,mp_constant,True
0.018573726675043173,0.1386895456116246,0.13392304800624025,-0.821247496474155,0.07035418803841635,1,NCO,lw_constant_corr,mp_constant,True
0.014909037831348788,0.1358681458340673,0.10973166476745128,-0.7659619236607736,0.028846940578606834,1,IVP,lw_constant_corr,mp_constant,True
0.007674639393890943,0.13374559617522547,0.05738237080926917,-0.889611696081143,0.0313173705742065,2,Markowitz,lw_constant_corr,mp_constant,True
0.0043165046641558446,0.1263410654334312,0.034165492029953115,-0.948621455862373,0.07253571964614974,2,NCO,lw_constant_corr,mp_constant,True
0.007672038815674022,0.12398034224513176,0.061881090797790514,-0.8956208595621935,0.029821953096469303,2,IVP,lw_constant_corr,mp_constant,True
0.010031372941120349,0.14800276162189877,0.06777828218286644,-0.9276663331556515,0.03290606138844424,3,Markowitz,lw_constant_corr,mp_constant,True
0.013881754949905534,0.14691280390022443,0.09448975570052297,-0.924450807833921,0.06229035380693457,3,NCO,lw_constant_corr,mp_constant,True
0.00890191412156644,0.14087686996170717,0.06318932358394212,-0.9163090170812306,0.027483719588087527,3,IVP,lw_constant_corr,mp_constant,True
-0.0029019873136804943,0.1483214892349865,-0.019565521682858075,-0.9927003520965655,0.03931461914496169,4,Markowitz,lw_constant_corr,mp_constant,True
7.482873720608795e-05,0.12408620740286641,0.0006030383132151104,-0.9134518665208498,0.06505424533439272,4,NCO,lw_constant_corr,mp_constant,True
-0.0034493145957266115,0.12342216246959217,-0.027947286991900504,-0.9680450156100159,0.029283562722609936,4,IVP,lw_constant_corr,mp_constant,True
0.0025962563857239813,0.12936201237854378,0.020069696953280633,-0.9938886291486659,0.03735494859424549,5,Markowitz,lw_constant_corr,mp_constant,True
-0.004960158067845876,0.13041670533144722,-0.0380331496275869,-0.9942703929098207,0.07009120455422785,5,NCO,lw_constant_corr,mp_constant,True
-0.0021071762127654217,0.12358784033523339,-0.0170500286034017,-0.9940675897382348,0.03049945111397989,5,IVP,lw_constant_corr,mp_constant,True
-0.002696941540349468,0.15665845551632412,-0.017215422758021674,-0.9818727167385162,0.03314719657492947,6,Markowitz,lw_constant_corr,mp_constant,True
0.001325909980675616,0.1566406947012473,0.008464658454151973,-0.9528118106029353,0.06546616189033072,6,NCO,lw_constant_corr,mp_constant,True
-0.0026884102558034236,0.14653784783143062,-0.01834618356670341,-0.974113171638327,0.028579265357181066,6,IVP,lw_constant_corr,mp_constant,True
0.004096618407980584,0.12009460034470229,0.03411159532725141,-0.9681265244188214,0.10418736541092644,7,Markowitz,lw_constant_corr,mp_constant,True
0.000683053287584314,0.12438347769712768,0.0054915114147399,-0.9802758734078542,0.04810600453058185,7,NCO,lw_constant_corr,mp_constant,True
-0.0005541867667690456,0.11254433877403834,-0.0049241638699996605,-0.9682962499805907,0.028896344758470784,7,IVP,lw_constant_corr,mp_constant,True
-0.0018693225342819393,0.1295697911708684,-0.014427147851171331,-0.9568030253281059,0.03472972082106816,8,Markowitz,lw_constant_corr,mp_constant,True
-0.002780203957300902,0.13861211697582418,-0.02005743810813992,-0.9742847445694384,0.059333747405792905,8,NCO,lw_constant_corr,mp_constant,True
-0.0025815636793623227,0.12290881648098963,-0.021003893400443008,-0.9543878715266233,0.02923276861543651,8,IVP,lw_constant_corr,mp_constant,True
-0.008563708423346297,0.12796303541191514,-0.06692329855815513,-0.9935972054794787,0.03542317595828286,9,Markowitz,lw_constant_corr,mp_constant,True
-0.0019300016802691047,0.11865950165152576,-0.016265041175723013,-0.966518714017635,0.08690644297467279,9,NCO,lw_constant_corr,mp_constant,True
-0.003747454361634297,0.12169195251866338,-0.030794594745521656,-0.9771783681935821,0.029729192169077358,9,IVP,lw_constant_corr,mp_constant,True
-0.00015426520327422726,0.13007230251037896,-0.0011859957907697672,-0.9855241449346623,0.029885134928751104,10,Markowitz,lw_constant_corr,mp_constant,True
0.0007913729586709373,0.1356925093614076,0.005832104973144377,-0.9861317786162543,0.055185426274466994,10,NCO,lw_constant_corr,mp_constant,True
0.00041846859824916615,0.12408484912186649,0.0033724391108765133,-0.9769248420237368,0.030638296849760605,10,IVP,lw_constant_corr,mp_constant,True
0.0004835677298203608,0.13692957544853665,0.003531506821903296,-0.9516743075924587,0.044168405317289695,11,Markowitz,lw_constant_corr,mp_constant,True
-0.0011533715982516184,0.14462147761431726,-0.007975105892082668,-0.9843354315289092,0.06700691010879475,11,NCO,lw_constant_corr,mp_constant,True
-0.003232431983294659,0.12636474365383596,-0.02558017283779734,-0.9676934645134568,0.02914903006654705,11,IVP,lw_constant_corr,mp_constant,True
0.0003775636897024121,0.11762215955626197,0.0032099707327563802,-0.9339333634489932,0.038058787620808956,12,Markowitz,lw_constant_corr,mp_constant,True
0.00022647789119491246,0.11658562797261965,0.0019425884230443791,-0.8523120444699734,0.08371886227263078,12,NCO,lw_constant_corr,mp_constant,True
-0.0027944839690435177,0.11169079130148814,-0.025019824252791957,-0.9373760406078142,0.031247593833487103,12,IVP,lw_constant_corr,mp_constant,True
0.004254824621214303,0.13026998665350642,0.03266158791048833,-0.9459064586896898,0.05062179837161032,13,Markowitz,lw_constant_corr,mp_constant,True
0.011961817474133957,0.1138098416195421,0.10510354204706063,-0.8132184298813352,0.0630813775111854,13,NCO,lw_constant_corr,mp_constant,True
0.009776336354279531,0.11502785162599378,0.0849910366576411,-0.8381410727692531,0.029947275658179957,13,IVP,lw_constant_corr,mp_constant,True
0.026394279028435774,0.16863057015262,0.156521317602087,-0.8140970985757066,0.17580911709822677,14,Markowitz,lw_constant_corr,mp_constant,True
0.01073062402795263,0.11549888463937032,0.09290673292096843,-0.676675735514688,0.08029484518132926,14,NCO,lw_constant_corr,mp_constant,True
0.010677470084570867,0.11732324202595729,0.0910089927630666,-0.7420817145761545,0.02887932009182493,14,IVP,lw_constant_corr,mp_constant,True
0.01661486485508701,0.17757829320117782,0.09356360259736547,-0.894459794757711,0.12904432186140857,15,Markowitz,lw_constant_corr,mp_constant,True
0.006841483961653551,0.14991108944642664,0.045636943783620744,-0.9711146254686508,0.047662753768228545,15,NCO,lw_constant_corr,mp_constant,True
0.003237104417027621,0.12919460519707995,0.025056033973435057,-0.9595627844750085,0.029929722617661716,15,IVP,lw_constant_corr,mp_constant,True
0.005112594687449572,0.14793096788988624,0.034560678946010934,-0.9776237245652613,0.030574578235535013,16,Markowitz,lw_constant_corr,mp_constant,True
0.004852133840934007,0.13832496260522642,0.03507778892192231,-0.9824016783948921,0.08261039910222999,16,NCO,lw_constant_corr,mp_constant,True
0.003827661719863047,0.13697076321878587,0.027945100325688546,-0.9666173371609875,0.030589970423248992,16,IVP,lw_constant_corr,mp_constant,True
0.0005831128447905006,0.1305914939347859,0.0044651671193625155,-0.9712307585222033,0.03185826655891129,17,Markowitz,lw_constant_corr,mp_constant,True
0.0020916922955492166,0.13844672873534153,0.015108282547669605,-0.9745561975160928,0.05890293412966238,17,NCO,lw_constant_corr,mp_constant,True
0.00313899639088498,0.12243599090899919,0.025637856708264874,-0.9506491062924284,0.03015695171977933,17,IVP,lw_constant_corr,mp_constant,True
-0.0066544894656460525,0.14535468305502489,-0.04578104623626866,-0.9987206659883511,0.041626864407490326,18,Markowitz,lw_constant_corr,mp_constant,True
-0.006334194609323615,0.13058632965564929,-0.048505801686731805,-0.9981289050007782,0.06982505077976339,18,NCO,lw_constant_corr,mp_constant,True
