mean,vol,sharpe,mdd,hhi,trial,method,shrinkage,denoising,detone,views,view_branch
-0.003249863150639289,0.16831256840165232,-0.01930849954630053,-0.9968571049630164,0.20956021511966452,0,Markowitz,lw_constant_corr,none,False,False,none
-0.007179477008768539,0.13925062695415202,-0.051557951053827634,-0.9937603842999762,0.06792021546662529,0,NCO,lw_constant_corr,none,False,False,none
-0.00036392717644542994,0.13120502195919628,-0.002773729015920097,-0.9603361300195963,0.020187252993095293,0,IVP,lw_constant_corr,none,False,False,none
0.00046031075949943195,0.12617491979174003,0.003648195380314541,-0.9352360734076461,0.15468177194364835,1,Markowitz,lw_constant_corr,none,False,False,none
0.00019152745220458813,0.12184283137481439,0.0015719222053683006,-0.9176889322969248,0.06913060162280467,1,NCO,lw_constant_corr,none,False,False,none
0.00013341926999387902,0.11952274361380862,0.0011162667954130586,-0.9068190027332976,0.018878966764774543,1,IVP,lw_constant_corr,none,False,False,none
-0.007618466012855325,0.2027790351890518,-0.03757028435269467,-0.999763486163974,0.13404668518405083,2,Markowitz,lw_constant_corr,none,False,False,none
-0.003046720996697224,0.1338352151435361,-0.022764718489127842,-0.9817325200458239,0.05756252668220259,2,NCO,lw_constant_corr,none,False,False,none
-0.0006370626482235282,0.12669524544902408,-0.005028307463004383,-0.9331848613571688,0.01946491379036731,2,IVP,lw_constant_corr,none,False,False,none
0.0004620568437613896,0.1726209316435,0.002676713880289798,-0.9942327582735656,0.3745582698490866,3,Markowitz,lw_constant_corr,none,False,False,none
-0.004507531571400765,0.12279342668451904,-0.03670824809657613,-0.9807192293513933,0.0711869752543321,3,NCO,lw_constant_corr,none,False,False,none
-0.010651707186936324,0.11503159112569049,-0.09259810355231046,-0.9944017099099747,0.019181164053933736,3,IVP,lw_constant_corr,none,False,False,none
0.011131130992105427,0.14984408773239175,0.07428475264176158,-0.9568983973121686,0.22312882076067658,4,Markowitz,lw_constant_corr,none,False,False,none
-0.0019070810158327174,0.12602391299699123,-0.015132691649267511,-0.9800976240848298,0.05241231782737704,4,NCO,lw_constant_corr,none,False,False,none
0.00012447353604985766,0.12543801394172388,0.0009923111195517921,-0.973699491086641,0.019477358790915653,4,IVP,lw_constant_corr,none,False,False,none
0.002253613200360659,0.14027890101323418,0.01606523279029669,-0.9811346099526711,0.1519195520884849,5,Markowitz,lw_constant_corr,none,False,False,none
0.0005774667489587284,0.13174320434439532,0.004383275416960146,-0.9829405822797392,0.05285986182158421,5,NCO,lw_constant_corr,none,False,False,none
-0.0010080171468834285,0.13085625127526113,-0.0077032402888825135,-0.988277888892175,0.019188184252920473,5,IVP,lw_constant_corr,none,False,False,none
-0.008410431156246895,0.23253619961052094,-0.036168266146507554,-0.9999592593605645,0.28753219885800363,6,Markowitz,lw_constant_corr,none,False,False,none
-0.0025431781307119106,0.1254861812404339,-0.020266599123124694,-0.9344751982304907,0.04899887930405302,6,NCO,lw_constant_corr,none,False,False,none
-0.0092026565860847,0.11145790649969824,-0.08256620705528009,-0.9809557057726299,0.02017276888910616,6,IVP,lw_constant_corr,none,False,False,none
0.021411566473853498,0.19185646866980852,0.11160200446820444,-0.9993048868665013,0.4336832665552616,7,Markowitz,lw_constant_corr,none,False,False,none
-0.009946828825802638,0.15491424180738214,-0.06420861445461001,-1.0159336369357002,0.05007526147352688,7,NCO,lw_constant_corr,none,False,False,none
-0.010964706260953376,0.1458321906167376,-0.07518714636670716,-1.012128545397662,0.019775907909331755,7,IVP,lw_constant_corr,none,False,False,none
0.013277882361743846,0.16564114691394163,0.08016053142014387,-0.9644931083611176,0.37521543998890267,8,Markowitz,lw_constant_corr,none,False,False,none
-0.010172782534747722,0.11532088346176524,-0.08821283907378585,-0.9906831324249069,0.07486443632662104,8,NCO,lw_constant_corr,none,False,False,none
